name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
אוגוסטה ויקטוריה,,,1,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
שערי צדק,,99.50859832763672,19,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
אסותא אשדוד,,,6,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
בני ציון,,83.371826171875,15,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
ברזילי,,69.33333587646484,7,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
הדסה עין כרם,,108.7719268798828,29,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
הכרמל,,80.1635971069336,0,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
הלל יפה,,83.68932342529297,8,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
המרכזי בעמק,,76.55172729492188,45,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
המשפחה הקדושה,,,0,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
הסקוטי,,111.2781982421875,4,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
השרון ק. גולדה,,56.43153381347656,8,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
וולפסון,,64.12884521484375,6,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
זיו צפת,,71.46974182128906,7,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
יוספטל,,46.15384674072266,0,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
אל מקאסד,,,0,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
מאיר,,71.85089874267578,23,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
מעייני הישועה,,90.73482513427734,5,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
נהריה,,77.04010772705078,11,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
סוראסקי,,99.57301330566406,18,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
סורוקה,,69.67854309082031,1,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
סנט ג'וזף,,,1,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
סנט וינסנט,,58.95522308349609,1,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
פוריה,,59.43661880493164,9,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
קפלן,,93.5018081665039,4,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
רבין ק. בילינסון,,96.76646423339844,14,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
"רמב""ם",,88.14433288574219,14,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
שיבא,,93.73417663574219,14,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
שמיר (אסף הרופא),,63.18743133544922,7,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
שניידר,,,0,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
לניאדו,,83.56546020507812,4,2020-11-04T04:45:17.480Z,2020-11-04T04:45:17.480Z
