section,male,female,lastUpdate,date
0,1,0,2020-11-05T17:30:08.480Z,2020-11-05T17:30:08.480Z
10,1,1,2020-11-05T17:30:08.480Z,2020-11-05T17:30:08.480Z
20,0,1,2020-11-05T17:30:08.480Z,2020-11-05T17:30:08.480Z
30,2,1,2020-11-05T17:30:08.480Z,2020-11-05T17:30:08.480Z
40,17,9,2020-11-05T17:30:08.480Z,2020-11-05T17:30:08.480Z
50,38,19,2020-11-05T17:30:08.480Z,2020-11-05T17:30:08.480Z
60,65,25,2020-11-05T17:30:08.480Z,2020-11-05T17:30:08.480Z
70,52,37,2020-11-05T17:30:08.480Z,2020-11-05T17:30:08.480Z
80,21,19,2020-11-05T17:30:08.480Z,2020-11-05T17:30:08.480Z
90,7,11,2020-11-05T17:30:08.480Z,2020-11-05T17:30:08.480Z
