name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,98.60759735107422,38,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
יוספטל,,49.23077011108398,26,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
שמיר,,63.6363639831543,26,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
וולפסון,,68.66764068603516,13,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
זיו צפת,,74.9279556274414,49,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
הלל יפה,,84.46601867675781,13,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
נהריה,,76.48686218261719,41,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
ברזילי,,74.5,21,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
פוריה,,65.35211181640625,15,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
סוראסקי,,102.7327041625977,22,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
בני ציון,,81.75519561767578,22,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
רבין ק. בילינסון,,96.76646423339844,38,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
סורוקה,,70.63423156738281,21,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
מאיר,,78.66323852539062,23,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
קפלן,,87.3646240234375,14,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
"רמב""ם",,88.96907043457031,73,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
הכרמל,,78.73210906982422,34,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
השרון ק. גולדה,,58.92116165161133,4,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
הדסה עין כרם,,106.4814834594727,113,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
הסקוטי,,93.9849624633789,27,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
סנט וינסנט,,50.0,10,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
המשפחה הקדושה,,,0,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
סנט ג'וזף,,,16,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
שערי צדק,,,35,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
אל מקאסד,,,0,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
לניאדו,,80.50139617919922,1,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
אוגוסטה ויקטוריה,,,18,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
מעייני הישועה,,94.88817596435547,8,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
אסותא אשדוד,,,6,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
שניידר,,,0,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
המרכזי בעמק,,76.55172729492188,60,2020-12-07T20:41:13.183Z,2020-12-07T20:41:13.183Z
