section,male,female,lastUpdate,date
0,,1,2020-11-13T07:40:19.553Z,2020-11-13T07:40:19.553Z
10,1.0,3,2020-11-13T07:40:19.553Z,2020-11-13T07:40:19.553Z
20,1.0,2,2020-11-13T07:40:19.553Z,2020-11-13T07:40:19.553Z
30,11.0,6,2020-11-13T07:40:19.553Z,2020-11-13T07:40:19.553Z
40,20.0,9,2020-11-13T07:40:19.553Z,2020-11-13T07:40:19.553Z
50,90.0,48,2020-11-13T07:40:19.553Z,2020-11-13T07:40:19.553Z
60,244.0,102,2020-11-13T07:40:19.553Z,2020-11-13T07:40:19.553Z
70,446.0,213,2020-11-13T07:40:19.553Z,2020-11-13T07:40:19.553Z
80,514.0,418,2020-11-13T07:40:19.553Z,2020-11-13T07:40:19.553Z
90,231.0,345,2020-11-13T07:40:19.553Z,2020-11-13T07:40:19.553Z
