section,male,female,lastUpdate,date
0,0,1,2021-01-12T16:15:21.670Z,2021-01-12T16:15:21.670Z
10,0,0,2021-01-12T16:15:21.670Z,2021-01-12T16:15:21.670Z
20,1,0,2021-01-12T16:15:21.670Z,2021-01-12T16:15:21.670Z
30,3,4,2021-01-12T16:15:21.670Z,2021-01-12T16:15:21.670Z
40,10,7,2021-01-12T16:15:21.670Z,2021-01-12T16:15:21.670Z
50,34,8,2021-01-12T16:15:21.670Z,2021-01-12T16:15:21.670Z
60,67,17,2021-01-12T16:15:21.670Z,2021-01-12T16:15:21.670Z
70,48,26,2021-01-12T16:15:21.670Z,2021-01-12T16:15:21.670Z
80,20,11,2021-01-12T16:15:21.670Z,2021-01-12T16:15:21.670Z
90,6,3,2021-01-12T16:15:21.670Z,2021-01-12T16:15:21.670Z
