name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,92.7848129272461,127,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
יוספטל,,47.69230651855469,1,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
שמיר,,66.55443572998047,25,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
וולפסון,,66.32503509521484,26,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
זיו צפת,,73.19884490966797,31,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
הלל יפה,,82.13592529296875,36,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
נהריה,,74.13554382324219,35,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
ברזילי,,78.83333587646484,21,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
פוריה,,65.63380432128906,13,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
סוראסקי,,96.2425308227539,75,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
בני ציון,,72.97921752929688,23,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
רבין ק. בילינסון,,78.08383178710938,129,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
סורוקה,,68.63597106933594,76,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
מאיר,,75.06427001953125,45,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
קפלן,,104.5126342773438,75,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
"רמב""ם",,81.75257873535156,39,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
הכרמל,,75.8691177368164,18,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
השרון ק. גולדה,,59.33609771728516,41,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
הדסה עין כרם,,,145,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
הסקוטי,,100.7518768310547,17,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
המשפחה הקדושה,,,0,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
סנט ג'וזף,,,1,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
שערי צדק,,96.92874908447266,88,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
אל מקאסד,,,0,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
לניאדו,,100.0,131,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
אוגוסטה ויקטוריה,,,0,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
מעייני הישועה,,89.55696105957031,36,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
אסותא אשדוד,,,12,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
שניידר,,,0,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
סנט וינסנט,,40.29850769042969,6,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
המרכזי בעמק,,69.82758331298828,53,2021-01-31T18:48:55.233Z,2021-01-31T18:48:55.233Z
