section,male,female,lastUpdate,date
0,0,0,2020-11-13T05:59:11.540Z,2020-11-13T05:59:11.540Z
10,1,1,2020-11-13T05:59:11.540Z,2020-11-13T05:59:11.540Z
20,1,2,2020-11-13T05:59:11.540Z,2020-11-13T05:59:11.540Z
30,1,1,2020-11-13T05:59:11.540Z,2020-11-13T05:59:11.540Z
40,13,11,2020-11-13T05:59:11.540Z,2020-11-13T05:59:11.540Z
50,28,18,2020-11-13T05:59:11.540Z,2020-11-13T05:59:11.540Z
60,52,22,2020-11-13T05:59:11.540Z,2020-11-13T05:59:11.540Z
70,50,36,2020-11-13T05:59:11.540Z,2020-11-13T05:59:11.540Z
80,23,24,2020-11-13T05:59:11.540Z,2020-11-13T05:59:11.540Z
90,5,10,2020-11-13T05:59:11.540Z,2020-11-13T05:59:11.540Z
