section,male,female,lastUpdate,date
0,0.0,4.0,2021-03-28T14:25:42.860Z,2021-03-28T14:25:42.860Z
10,,,2021-03-28T14:25:42.860Z,2021-03-28T14:25:42.860Z
20,7.0,5.0,2021-03-28T14:25:42.860Z,2021-03-28T14:25:42.860Z
30,11.0,14.0,2021-03-28T14:25:42.860Z,2021-03-28T14:25:42.860Z
40,38.0,19.0,2021-03-28T14:25:42.860Z,2021-03-28T14:25:42.860Z
50,56.0,33.0,2021-03-28T14:25:42.860Z,2021-03-28T14:25:42.860Z
60,53.0,49.0,2021-03-28T14:25:42.860Z,2021-03-28T14:25:42.860Z
70,48.0,41.0,2021-03-28T14:25:42.860Z,2021-03-28T14:25:42.860Z
80,30.0,36.0,2021-03-28T14:25:42.860Z,2021-03-28T14:25:42.860Z
90,5.0,8.0,2021-03-28T14:25:42.860Z,2021-03-28T14:25:42.860Z
