section,male,female,lastUpdate,date
0,0,0,2020-10-24T14:24:35.970Z,2020-10-24T14:24:35.970Z
10,1,1,2020-10-24T14:24:35.970Z,2020-10-24T14:24:35.970Z
20,1,3,2020-10-24T14:24:35.970Z,2020-10-24T14:24:35.970Z
30,9,1,2020-10-24T14:24:35.970Z,2020-10-24T14:24:35.970Z
40,23,9,2020-10-24T14:24:35.970Z,2020-10-24T14:24:35.970Z
50,49,31,2020-10-24T14:24:35.970Z,2020-10-24T14:24:35.970Z
60,103,41,2020-10-24T14:24:35.970Z,2020-10-24T14:24:35.970Z
70,106,51,2020-10-24T14:24:35.970Z,2020-10-24T14:24:35.970Z
80,53,49,2020-10-24T14:24:35.970Z,2020-10-24T14:24:35.970Z
90,13,26,2020-10-24T14:24:35.970Z,2020-10-24T14:24:35.970Z
