name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,97.2151870727539,13,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
יוספטל,,44.61538314819336,0,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
שמיר,,64.1975326538086,7,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
וולפסון,,62.51830291748047,13,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
זיו צפת,,85.01441192626953,8,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
הלל יפה,,76.31067657470703,4,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
נהריה,,77.31673431396484,10,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
ברזילי,,74.16666412353516,5,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
פוריה,,60.84506988525391,6,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
סוראסקי,,103.6720733642578,10,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
בני ציון,,80.13856506347656,10,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
רבין ק. בילינסון,,95.32933807373047,9,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
סורוקה,,73.84882354736328,8,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
מאיר,,75.70693969726562,5,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
קפלן,,87.72563171386719,10,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
"רמב""ם",,89.3814468383789,19,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
הכרמל,,79.95909881591797,1,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
השרון ק. גולדה,,54.35684585571289,6,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
הדסה עין כרם,,108.2321166992188,21,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
הסקוטי,,112.0300750732422,2,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
המשפחה הקדושה,,,0,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
סנט ג'וזף,,,0,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
שערי צדק,,93.7346420288086,15,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
אל מקאסד,,,0,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
לניאדו,,86.9080810546875,4,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
אוגוסטה ויקטוריה,,,0,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
מעייני הישועה,,87.5399398803711,0,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
אסותא אשדוד,,,1,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
שניידר,,,0,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
סנט וינסנט,,60.44776153564453,3,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
המרכזי בעמק,,72.06896209716797,28,2020-11-11T16:21:43.387Z,2020-11-11T16:21:43.387Z
