section,male,female,lastUpdate,date
0,1,1,2020-11-29T16:49:35.993Z,2020-11-29T16:49:35.993Z
10,1,2,2020-11-29T16:49:35.993Z,2020-11-29T16:49:35.993Z
20,1,5,2020-11-29T16:49:35.993Z,2020-11-29T16:49:35.993Z
30,11,7,2020-11-29T16:49:35.993Z,2020-11-29T16:49:35.993Z
40,19,12,2020-11-29T16:49:35.993Z,2020-11-29T16:49:35.993Z
50,96,53,2020-11-29T16:49:35.993Z,2020-11-29T16:49:35.993Z
60,260,109,2020-11-29T16:49:35.993Z,2020-11-29T16:49:35.993Z
70,476,236,2020-11-29T16:49:35.993Z,2020-11-29T16:49:35.993Z
80,538,439,2020-11-29T16:49:35.993Z,2020-11-29T16:49:35.993Z
90,235,362,2020-11-29T16:49:35.993Z,2020-11-29T16:49:35.993Z
