section,male,female,lastUpdate,date
0,1,0.0,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
10,2,,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
20,4,1.0,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
30,3,1.0,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
40,16,8.0,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
50,28,12.0,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
60,50,20.0,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
70,68,32.0,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
80,28,38.0,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
90,2,8.0,2020-12-08T20:17:59.030Z,2020-12-08T20:17:59.030Z
