section,male,female,lastUpdate,date
0,0,1,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
10,0,4,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
20,8,9,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
30,40,33,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
40,68,31,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
50,112,65,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
60,135,85,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
70,125,82,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
80,70,83,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
90,12,17,2021-02-14T07:09:42.080Z,2021-02-14T07:09:42.080Z
