amount,lastUpdate
0,2021-01-02T14:23:22.093Z
0,2021-01-02T14:23:22.093Z
0,2021-01-02T14:23:22.093Z
1,2021-01-02T14:23:22.093Z
2,2021-01-02T14:23:22.093Z
3,2021-01-02T14:23:22.093Z
5,2021-01-02T14:23:22.093Z
5,2021-01-02T14:23:22.093Z
6,2021-01-02T14:23:22.093Z
7,2021-01-02T14:23:22.093Z
7,2021-01-02T14:23:22.093Z
7,2021-01-02T14:23:22.093Z
6,2021-01-02T14:23:22.093Z
9,2021-01-02T14:23:22.093Z
11,2021-01-02T14:23:22.093Z
12,2021-01-02T14:23:22.093Z
16,2021-01-02T14:23:22.093Z
21,2021-01-02T14:23:22.093Z
23,2021-01-02T14:23:22.093Z
27,2021-01-02T14:23:22.093Z
38,2021-01-02T14:23:22.093Z
44,2021-01-02T14:23:22.093Z
48,2021-01-02T14:23:22.093Z
52,2021-01-02T14:23:22.093Z
56,2021-01-02T14:23:22.093Z
67,2021-01-02T14:23:22.093Z
70,2021-01-02T14:23:22.093Z
80,2021-01-02T14:23:22.093Z
89,2021-01-02T14:23:22.093Z
99,2021-01-02T14:23:22.093Z
111,2021-01-02T14:23:22.093Z
113,2021-01-02T14:23:22.093Z
131,2021-01-02T14:23:22.093Z
140,2021-01-02T14:23:22.093Z
135,2021-01-02T14:23:22.093Z
147,2021-01-02T14:23:22.093Z
160,2021-01-02T14:23:22.093Z
166,2021-01-02T14:23:22.093Z
166,2021-01-02T14:23:22.093Z
170,2021-01-02T14:23:22.093Z
182,2021-01-02T14:23:22.093Z
177,2021-01-02T14:23:22.093Z
192,2021-01-02T14:23:22.093Z
178,2021-01-02T14:23:22.093Z
179,2021-01-02T14:23:22.093Z
182,2021-01-02T14:23:22.093Z
165,2021-01-02T14:23:22.093Z
174,2021-01-02T14:23:22.093Z
157,2021-01-02T14:23:22.093Z
154,2021-01-02T14:23:22.093Z
145,2021-01-02T14:23:22.093Z
149,2021-01-02T14:23:22.093Z
146,2021-01-02T14:23:22.093Z
144,2021-01-02T14:23:22.093Z
136,2021-01-02T14:23:22.093Z
142,2021-01-02T14:23:22.093Z
132,2021-01-02T14:23:22.093Z
127,2021-01-02T14:23:22.093Z
122,2021-01-02T14:23:22.093Z
112,2021-01-02T14:23:22.093Z
109,2021-01-02T14:23:22.093Z
111,2021-01-02T14:23:22.093Z
101,2021-01-02T14:23:22.093Z
97,2021-01-02T14:23:22.093Z
91,2021-01-02T14:23:22.093Z
88,2021-01-02T14:23:22.093Z
84,2021-01-02T14:23:22.093Z
78,2021-01-02T14:23:22.093Z
78,2021-01-02T14:23:22.093Z
74,2021-01-02T14:23:22.093Z
69,2021-01-02T14:23:22.093Z
65,2021-01-02T14:23:22.093Z
61,2021-01-02T14:23:22.093Z
61,2021-01-02T14:23:22.093Z
61,2021-01-02T14:23:22.093Z
60,2021-01-02T14:23:22.093Z
55,2021-01-02T14:23:22.093Z
52,2021-01-02T14:23:22.093Z
51,2021-01-02T14:23:22.093Z
46,2021-01-02T14:23:22.093Z
47,2021-01-02T14:23:22.093Z
46,2021-01-02T14:23:22.093Z
46,2021-01-02T14:23:22.093Z
43,2021-01-02T14:23:22.093Z
41,2021-01-02T14:23:22.093Z
36,2021-01-02T14:23:22.093Z
40,2021-01-02T14:23:22.093Z
36,2021-01-02T14:23:22.093Z
39,2021-01-02T14:23:22.093Z
35,2021-01-02T14:23:22.093Z
35,2021-01-02T14:23:22.093Z
32,2021-01-02T14:23:22.093Z
29,2021-01-02T14:23:22.093Z
28,2021-01-02T14:23:22.093Z
30,2021-01-02T14:23:22.093Z
29,2021-01-02T14:23:22.093Z
29,2021-01-02T14:23:22.093Z
29,2021-01-02T14:23:22.093Z
30,2021-01-02T14:23:22.093Z
31,2021-01-02T14:23:22.093Z
32,2021-01-02T14:23:22.093Z
35,2021-01-02T14:23:22.093Z
35,2021-01-02T14:23:22.093Z
35,2021-01-02T14:23:22.093Z
31,2021-01-02T14:23:22.093Z
