name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,101.1392440795898,84,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
יוספטל,,69.23076629638672,1,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
שמיר,,68.2379379272461,67,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
וולפסון,,70.42459869384766,24,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
זיו צפת,,75.21614074707031,63,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
הלל יפה,,88.15534210205078,22,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
נהריה,,77.5933609008789,47,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
ברזילי,,80.83333587646484,67,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
פוריה,,67.88732147216797,42,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
סוראסקי,,122.5448303222656,68,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
בני ציון,,79.67667388916016,52,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
רבין ק. בילינסון,,95.92814636230469,85,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
סורוקה,,74.02259063720703,71,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
מאיר,,70.82262420654297,94,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
קפלן,,98.1949462890625,42,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
"רמב""ם",,96.90721893310547,136,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
הכרמל,,77.50511169433594,85,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
השרון ק. גולדה,,61.41078948974609,46,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
הדסה עין כרם,,117.1957702636719,196,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
הסקוטי,,115.03759765625,13,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
המשפחה הקדושה,,,0,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
סנט ג'וזף,,,4,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
שערי צדק,,,220,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
אל מקאסד,,,0,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
לניאדו,,82.72980499267578,24,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
אוגוסטה ויקטוריה,,,16,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
מעייני הישועה,,97.46835327148438,24,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
אסותא אשדוד,,,28,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
שניידר,,,0,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
סנט וינסנט,,47.76119232177734,1,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
המרכזי בעמק,,75.51724243164062,83,2020-12-29T17:14:37.160Z,2020-12-29T17:14:37.160Z
