amount,lastUpdate
0,2021-03-24T19:47:56.150Z
0,2021-03-24T19:47:56.150Z
0,2021-03-24T19:47:56.150Z
1,2021-03-24T19:47:56.150Z
2,2021-03-24T19:47:56.150Z
3,2021-03-24T19:47:56.150Z
5,2021-03-24T19:47:56.150Z
5,2021-03-24T19:47:56.150Z
6,2021-03-24T19:47:56.150Z
7,2021-03-24T19:47:56.150Z
7,2021-03-24T19:47:56.150Z
7,2021-03-24T19:47:56.150Z
6,2021-03-24T19:47:56.150Z
9,2021-03-24T19:47:56.150Z
11,2021-03-24T19:47:56.150Z
12,2021-03-24T19:47:56.150Z
16,2021-03-24T19:47:56.150Z
21,2021-03-24T19:47:56.150Z
23,2021-03-24T19:47:56.150Z
27,2021-03-24T19:47:56.150Z
38,2021-03-24T19:47:56.150Z
44,2021-03-24T19:47:56.150Z
48,2021-03-24T19:47:56.150Z
52,2021-03-24T19:47:56.150Z
56,2021-03-24T19:47:56.150Z
67,2021-03-24T19:47:56.150Z
70,2021-03-24T19:47:56.150Z
80,2021-03-24T19:47:56.150Z
89,2021-03-24T19:47:56.150Z
98,2021-03-24T19:47:56.150Z
111,2021-03-24T19:47:56.150Z
113,2021-03-24T19:47:56.150Z
131,2021-03-24T19:47:56.150Z
140,2021-03-24T19:47:56.150Z
135,2021-03-24T19:47:56.150Z
147,2021-03-24T19:47:56.150Z
160,2021-03-24T19:47:56.150Z
166,2021-03-24T19:47:56.150Z
166,2021-03-24T19:47:56.150Z
170,2021-03-24T19:47:56.150Z
182,2021-03-24T19:47:56.150Z
177,2021-03-24T19:47:56.150Z
192,2021-03-24T19:47:56.150Z
178,2021-03-24T19:47:56.150Z
179,2021-03-24T19:47:56.150Z
181,2021-03-24T19:47:56.150Z
165,2021-03-24T19:47:56.150Z
174,2021-03-24T19:47:56.150Z
157,2021-03-24T19:47:56.150Z
154,2021-03-24T19:47:56.150Z
145,2021-03-24T19:47:56.150Z
149,2021-03-24T19:47:56.150Z
146,2021-03-24T19:47:56.150Z
144,2021-03-24T19:47:56.150Z
136,2021-03-24T19:47:56.150Z
142,2021-03-24T19:47:56.150Z
132,2021-03-24T19:47:56.150Z
127,2021-03-24T19:47:56.150Z
122,2021-03-24T19:47:56.150Z
112,2021-03-24T19:47:56.150Z
109,2021-03-24T19:47:56.150Z
111,2021-03-24T19:47:56.150Z
101,2021-03-24T19:47:56.150Z
97,2021-03-24T19:47:56.150Z
91,2021-03-24T19:47:56.150Z
88,2021-03-24T19:47:56.150Z
84,2021-03-24T19:47:56.150Z
78,2021-03-24T19:47:56.150Z
78,2021-03-24T19:47:56.150Z
74,2021-03-24T19:47:56.150Z
69,2021-03-24T19:47:56.150Z
65,2021-03-24T19:47:56.150Z
61,2021-03-24T19:47:56.150Z
61,2021-03-24T19:47:56.150Z
61,2021-03-24T19:47:56.150Z
60,2021-03-24T19:47:56.150Z
55,2021-03-24T19:47:56.150Z
52,2021-03-24T19:47:56.150Z
51,2021-03-24T19:47:56.150Z
46,2021-03-24T19:47:56.150Z
47,2021-03-24T19:47:56.150Z
46,2021-03-24T19:47:56.150Z
46,2021-03-24T19:47:56.150Z
43,2021-03-24T19:47:56.150Z
41,2021-03-24T19:47:56.150Z
36,2021-03-24T19:47:56.150Z
40,2021-03-24T19:47:56.150Z
36,2021-03-24T19:47:56.150Z
39,2021-03-24T19:47:56.150Z
35,2021-03-24T19:47:56.150Z
35,2021-03-24T19:47:56.150Z
32,2021-03-24T19:47:56.150Z
29,2021-03-24T19:47:56.150Z
28,2021-03-24T19:47:56.150Z
30,2021-03-24T19:47:56.150Z
29,2021-03-24T19:47:56.150Z
29,2021-03-24T19:47:56.150Z
29,2021-03-24T19:47:56.150Z
30,2021-03-24T19:47:56.150Z
31,2021-03-24T19:47:56.150Z
32,2021-03-24T19:47:56.150Z
35,2021-03-24T19:47:56.150Z
35,2021-03-24T19:47:56.150Z
35,2021-03-24T19:47:56.150Z
31,2021-03-24T19:47:56.150Z
36,2021-03-24T19:47:56.150Z
38,2021-03-24T19:47:56.150Z
36,2021-03-24T19:47:56.150Z
40,2021-03-24T19:47:56.150Z
39,2021-03-24T19:47:56.150Z
41,2021-03-24T19:47:56.150Z
45,2021-03-24T19:47:56.150Z
43,2021-03-24T19:47:56.150Z
40,2021-03-24T19:47:56.150Z
45,2021-03-24T19:47:56.150Z
44,2021-03-24T19:47:56.150Z
45,2021-03-24T19:47:56.150Z
40,2021-03-24T19:47:56.150Z
39,2021-03-24T19:47:56.150Z
44,2021-03-24T19:47:56.150Z
56,2021-03-24T19:47:56.150Z
59,2021-03-24T19:47:56.150Z
72,2021-03-24T19:47:56.150Z
83,2021-03-24T19:47:56.150Z
85,2021-03-24T19:47:56.150Z
94,2021-03-24T19:47:56.150Z
90,2021-03-24T19:47:56.150Z
93,2021-03-24T19:47:56.150Z
113,2021-03-24T19:47:56.150Z
126,2021-03-24T19:47:56.150Z
131,2021-03-24T19:47:56.150Z
136,2021-03-24T19:47:56.150Z
151,2021-03-24T19:47:56.150Z
