name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,97.59494018554688,84,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
יוספטל,,44.61538314819336,1,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
שמיר,,72.05387115478516,42,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
וולפסון,,79.64860534667969,25,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
זיו צפת,,85.30259704589844,21,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
הלל יפה,,85.04854583740234,30,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
נהריה,,81.88105010986328,15,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
ברזילי,,84.5,22,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
פוריה,,66.47887420654297,7,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
סוראסקי,,109.6498718261719,79,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
בני ציון,,79.90762329101562,10,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
רבין ק. בילינסון,,87.18563079833984,91,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
סורוקה,,71.4408950805664,30,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
מאיר,,76.9922866821289,32,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
קפלן,,77.97834014892578,53,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
"רמב""ם",,85.25772857666016,29,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
הכרמל,,75.8691177368164,21,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
השרון ק. גולדה,,66.39004516601562,17,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
הדסה עין כרם,,,86,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
הסקוטי,,104.5112762451172,5,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
המשפחה הקדושה,,,0,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
סנט ג'וזף,,,0,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
שערי צדק,,101.597053527832,55,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
אל מקאסד,,,0,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
לניאדו,,112.2562637329102,132,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
אוגוסטה ויקטוריה,,,0,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
מעייני הישועה,,92.72151947021484,22,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
אסותא אשדוד,,,11,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
שניידר,,,0,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
סנט וינסנט,,31.34328269958496,1,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
המרכזי בעמק,,72.4137954711914,36,2021-02-07T18:09:40.503Z,2021-02-07T18:09:40.503Z
