name,coronaOccupancy,normalOccupancy,isolatedTeam,lastUpdate,date
שיבא,,98.35443115234375,19,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
יוספטל,,40.0,15,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
שמיר,,60.9427604675293,9,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
וולפסון,,68.22840118408203,7,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
זיו צפת,,69.16426849365234,15,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
הלל יפה,,74.75727844238281,19,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
נהריה,,76.0719223022461,17,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
ברזילי,,82.0,8,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
פוריה,,62.25352096557617,10,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
סוראסקי,,101.0247650146484,20,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
בני ציון,,84.29560852050781,12,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
רבין ק. בילינסון,,99.28144073486328,12,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
סורוקה,,72.28497314453125,22,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
מאיר,,75.57840728759766,13,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
קפלן,,96.75090026855469,13,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
"רמב""ם",,91.9587631225586,48,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
הכרמל,,83.23108673095703,28,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
השרון ק. גולדה,,60.58091354370117,5,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
הדסה עין כרם,,108.7301559448242,46,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
הסקוטי,,87.96992492675781,7,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
המשפחה הקדושה,,,0,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
סנט ג'וזף,,,2,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
שערי צדק,,,17,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
אל מקאסד,,,0,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
לניאדו,,76.3231201171875,45,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
אוגוסטה ויקטוריה,,,4,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
מעייני הישועה,,100.3194885253906,1,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
אסותא אשדוד,,,4,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
שניידר,,,0,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
סנט וינסנט,,,0,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
המרכזי בעמק,,75.0,50,2020-12-02T04:48:18.260Z,2020-12-02T04:48:18.260Z
