city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,lastUpdate,date
ירושלים,130470,459,142,23075,5,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
רהט,4967,150,51,1241,22,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
תל אביב - יפו,26324,124,50,17251,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
באר שבע,15108,114,48,6461,6,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
נתניה,16967,92,33,6764,4,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
חיפה,16640,84,39,9230,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
אשדוד,25553,83,47,6100,4,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
פתח תקווה,21626,79,46,7423,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
טייבה,4562,60,36,1037,13,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
לקיה,787,53,34,351,33,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
נצרת,9027,50,16,1357,6,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
חולון,14641,50,20,5049,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
לוד,8627,49, 11-14 ,7093,6,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
אום אל-פחם,6144,43,23,819,8,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
בת ים,9664,41, 11-14 ,4107,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
אשקלון,11828,40,17,3925,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
אבו גוש,1282,40, 11-14 ,532,49,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
ראשון לציון,14857,39, 11-14 ,6745,2,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
נתיבות,7020,38,  6-10  ,897,9,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
רחובות,11310,35,17,6671,2,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
ערערה-בנגב,1001,34,17,224,18,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
בית שמש,20228,32,16,2189,2,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
צפת,4815,28,  6-10  ,801,8,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
כסיפה,907,27,15,181,15,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
בני ברק,48212,26, 11-14 ,2583,1,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
מעלה עירון,1888,25, 11-14 ,224,16,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
כפר קאסם,3372,24, 11-14 ,562,10,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
טמרה,3875,24,15,707,7,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
באקה אל-גרביה,2766,24,16,571,8,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
תל שבע,571,23, 11-14 ,297,11,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
רמלה,9517,23,  1-5  ,2030,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
מגאר,2105,22, 11-14 ,787,10,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
רמת גן,7894,22, 11-14 ,14788,1,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
הרצליה,4237,22, 11-14 ,3626,2,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
אעצם (שבט),80,21,  1-5  ,74,19,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
קלנסווה,2497,21, 11-14 ,510,9,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
רעננה,3845,21, 11-14 ,2834,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
אבו סנאן,1339,20,  1-5  ,1059,15,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
אבו קורינאת (שבט),53,20,  6-10  ,53,30,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
חדרה,6823,20,  1-5  ,2824,2,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
קרית גת,7309,19,  6-10  ,1371,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
טבריה,4516,18,  1-5  ,994,4,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
טירה,2729,18,  6-10  ,651,7,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
יבנה,4335,17, 11-14 ,1198,4,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
אילת,2512,16,  1-5  ,7108,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
נס ציונה,2469,16,15,1540,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
שגב-שלום,331,16,  6-10  ,141,14,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
משהד,798,16,  6-10  ,113,18,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
ערערה,2022,16,  1-5  ,386,8,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
קרית ביאליק,2243,16,  6-10  ,1224,4,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
מסעודין אל-עזאזמה,110,16,  6-10  ,78,9,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
קרית אתא,4682,15,  1-5  ,1509,3,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
אור עקיבא,1641,15,  6-10  ,465,8,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
אבו רוקייק (שבט),85, קטן מ-15 ,  1-5  ,35,9,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
רמת השרון,1919, קטן מ-15 ,  1-5  ,2087,1,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
קרית ארבע,855, קטן מ-15 ,  1-5  ,290,12,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
אבו ג'ווייעד (שבט),62, קטן מ-15 ,  1-5  ,251,9,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
מודיעין עילית,25182, קטן מ-15 ,  1-5  ,531,2,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
