section,male,female,lastUpdate,date
0,61856,58433,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
10,92169,83769,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
20,76881,80395,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
30,55822,59921,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
40,46432,51546,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
50,34563,37448,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
60,23592,23148,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
70,11798,11786,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
80,5263,7233,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
90,1437,2975,2021-04-11T14:00:03.610Z,2021-04-11T14:00:03.610Z
