section,male,female,lastUpdate,date
0,,1,2020-11-20T07:00:11.973Z,2020-11-20T07:00:11.973Z
10,1.0,2,2020-11-20T07:00:11.973Z,2020-11-20T07:00:11.973Z
20,1.0,3,2020-11-20T07:00:11.973Z,2020-11-20T07:00:11.973Z
30,11.0,6,2020-11-20T07:00:11.973Z,2020-11-20T07:00:11.973Z
40,20.0,10,2020-11-20T07:00:11.973Z,2020-11-20T07:00:11.973Z
50,92.0,50,2020-11-20T07:00:11.973Z,2020-11-20T07:00:11.973Z
60,247.0,104,2020-11-20T07:00:11.973Z,2020-11-20T07:00:11.973Z
70,451.0,221,2020-11-20T07:00:11.973Z,2020-11-20T07:00:11.973Z
80,518.0,423,2020-11-20T07:00:11.973Z,2020-11-20T07:00:11.973Z
90,231.0,351,2020-11-20T07:00:11.973Z,2020-11-20T07:00:11.973Z
