section,male,female,lastUpdate,date
0,1,2,2021-04-17T19:12:57.203Z,2021-04-17T19:12:57.203Z
10,0,0,2021-04-17T19:12:57.203Z,2021-04-17T19:12:57.203Z
20,3,1,2021-04-17T19:12:57.203Z,2021-04-17T19:12:57.203Z
30,3,9,2021-04-17T19:12:57.203Z,2021-04-17T19:12:57.203Z
40,19,4,2021-04-17T19:12:57.203Z,2021-04-17T19:12:57.203Z
50,34,14,2021-04-17T19:12:57.203Z,2021-04-17T19:12:57.203Z
60,17,21,2021-04-17T19:12:57.203Z,2021-04-17T19:12:57.203Z
70,24,16,2021-04-17T19:12:57.203Z,2021-04-17T19:12:57.203Z
80,17,8,2021-04-17T19:12:57.203Z,2021-04-17T19:12:57.203Z
90,2,2,2021-04-17T19:12:57.203Z,2021-04-17T19:12:57.203Z
